feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Parabacteroides_distasonis	genotype	KO	0.0611275	0.0128177598023606	24	23	9.23158992233704e-05	0.019940234232248
s__GGB28849_SGB41516	genotype	KO	-0.5787375	0.144931591466413	24	24	0.000613257936875518	0.066231857182556
s__bacterium_1XD42_54	genotype	KO	0.0478575	0.0138485873249391	24	23	0.00225043506649992	0.073794015473652
s__bacterium_1XD42_76	genotype	KO	-0.0579491666666667	0.016251687781426	24	24	0.00172838214025719	0.073794015473652
s__GGB24146_SGB35950	genotype	KO	0.168996666666667	0.0508645370051421	24	24	0.00309252280113872	0.073794015473652
s__GGB24149_SGB35953	genotype	KO	0.2133375	0.0645607205588528	24	24	0.00322783621876348	0.073794015473652
s__GGB27890_SGB40324	genotype	KO	0.0995133333333333	0.0288864730300562	24	24	0.00230928475156252	0.073794015473652
s__GGB27893_SGB40327	genotype	KO	0.0620933333333333	0.019091736971287	24	24	0.00365164739439447	0.073794015473652
s__GGB14013_SGB21440	genotype	KO	0.1216975	0.0375584314928019	24	23	0.00375802856578783	0.073794015473652
s__GGB24102_SGB40205	genotype	KO	-1.361005	0.414677470657722	24	23	0.00340363834487825	0.073794015473652
s__GGB27776_SGB40190	genotype	KO	0.0970175	0.0277652277390537	24	24	0.00205241352339314	0.073794015473652
s__GGB27791_SGB40207	genotype	KO	0.0321725	0.0100828725257841	24	21	0.00422251554809034	0.0760052798656262
s__GGB24132_SGB35935	genotype	KO	0.317605	0.107142507580707	24	24	0.00716206571414107	0.0953035259253965
s__GGB27898_SGB40333	genotype	KO	2.52906666666667	0.850055606261283	24	24	0.0069846375640017	0.0953035259253965
s__Clostridiaceae_bacterium	genotype	KO	-0.245840833333333	0.0834971969252939	24	24	0.00750074046635065	0.0953035259253965
s__GGB3171_SGB4185	genotype	KO	0.0836116666666666	0.0274153610976796	24	21	0.00587413319428965	0.0953035259253965
s__Turicibacter_sp_TS3	genotype	KO	1.4223925	0.478037478992392	24	13	0.00697970861013736	0.0953035259253965
s__GGB28790_SGB41443	genotype	KO	-1.17122	0.415023373184291	24	23	0.00992513458435813	0.119101615012298
s__Adlercreutzia_caecicola	genotype	KO	0.0256358333333333	0.00934026376552589	24	24	0.0118282149294839	0.119235096304668
s__Duncaniella_muris	genotype	KO	1.33696333333333	0.481916820918524	24	24	0.0110627023779832	0.119235096304668
s__GGB14022_SGB21449	genotype	KO	1.190745	0.430893015722416	24	23	0.0113370414210272	0.119235096304668
s__Ligilactobacillus_murinus	genotype	KO	1.6642375	0.613383587754805	24	24	0.0126963296991082	0.119235096304668
s__GGB28807_SGB41461	genotype	KO	-0.3594825	0.13180468292361	24	24	0.0122977216161919	0.119235096304668
s__Odoribacter_sp_Z80	genotype	KO	0.318856666666666	0.118640169583336	24	24	0.0134475190110557	0.121027671099501
s__GGB30091_SGB43003	genotype	KO	-0.214558333333333	0.081504774407777	24	24	0.0152090045249403	0.131405799095484
s__Muribaculaceae_bacterium_Isolate_013_NCI	genotype	KO	0.513450833333333	0.196795838280007	24	16	0.0160208106441539	0.133095965351433
s__GGB28904_SGB41597	genotype	KO	-0.5479775	0.226945192536306	24	24	0.0245143717048731	0.16514103942725
s__GGB27872_SGB40306	genotype	KO	0.0989733333333333	0.0402465780887461	24	24	0.0222603901575746	0.16514103942725
s__Muribaculaceae_bacterium_Isolate_110_HZI	genotype	KO	0.881638333333333	0.367162932893091	24	22	0.0252298810236077	0.16514103942725
s__Muribaculum_intestinale	genotype	KO	0.503111666666666	0.204812657536705	24	24	0.0223924465304793	0.16514103942725
s__GGB29003_SGB41719	genotype	KO	-0.204294166666667	0.0846074235253233	24	24	0.0245126806685539	0.16514103942725
s__GGB28846_SGB41513	genotype	KO	-0.121921666666667	0.0496627587617551	24	24	0.0224632983026325	0.16514103942725
s__Lachnospiraceae_bacterium	genotype	KO	-0.990193333333333	0.411441051143613	24	24	0.0249368992679524	0.16514103942725
