Residuals	timepoint	mouse_id
ASV1|Bacteroidota|Rikenellaceae|Alistipes	0.819337634786071	0.180662365213929	0
ASV2|Firmicutes|Lachnospiraceae|A2	0.589532741783812	0.171233611901208	0.23923364631498
ASV3|Bacteroidota|Muribaculaceae|unknown	0.599457801364758	0.335523789048099	0.0650184095871432
ASV4|Firmicutes|Lactobacillaceae|Lactobacillus	0.5579497825853	0.304804277838476	0.137245939576224
ASV10|Firmicutes|Lachnospiraceae|Lachnospiraceae NK4A136 group	0.649829987399149	0.226107960286843	0.124062052314009
ASV11|Bacteroidota|Bacteroidaceae|Bacteroides	0.409471706614094	0.503418908315658	0.0871093850702476
ASV13|Firmicutes|Lactobacillaceae|Ligilactobacillus	0.482197761734745	0.40463577204468	0.113166466220575
ASV15|Firmicutes|Lachnospiraceae|Lachnospiraceae UCG-001	0.393095319353845	0.50603427425305	0.100870406393105
ASV17|Firmicutes|Erysipelotrichaceae|Turicibacter	0.576281685758921	0.286644482987727	0.137073831253351
ASV18|Bacteroidota|Marinifilaceae|Odoribacter	0.788822558032433	0.0948478038619538	0.116329638105613
ASV27|Firmicutes|Lachnospiraceae|Marvinbryantia	0.898541955314555	0.00721270878021983	0.0942453359052254
ASV28|Bacteroidota|Prevotellaceae|Alloprevotella	0.795900257221463	0.204099742480494	2.98042733792812e-10
ASV33|Bacteroidota|Rikenellaceae|Rikenellaceae RC9 gut group	0.749131511258863	0.185012140632153	0.0658563481089836
ASV36|Firmicutes|Lachnospiraceae|Roseburia	0.617303662084926	0.270453826783817	0.112242511131258
ASV53|Firmicutes|unknown|unknown	0.766178548931657	0.12672366207577	0.107097788992573
ASV62|Campylobacterota|Helicobacteraceae|Helicobacter	0.553557692185049	0.446442307814944	7.45375815194895e-15
ASV63|Firmicutes|Lactobacillaceae|HT002	0.391317915703963	0.524517273399724	0.0841648108963135
ASV67|Firmicutes|Ruminococcaceae|Anaerotruncus	0.598220410487875	0.291913367070439	0.109866222441686
ASV68|Firmicutes|Lachnospiraceae|Lachnospiraceae FCS020 group	0.524012612218771	0.371447903013053	0.104539484768176
ASV73|Deferribacterota|Deferribacteraceae|Mucispirillum	0.528312233981296	0.299826604510333	0.171861161508371
ASV74|Cyanobacteria|unknown|unknown	0.952683442574862	0.0473165574251383	3.86758919684196e-19
ASV76|Firmicutes|Lachnospiraceae|unknown	0.412658510164159	0.422076537047014	0.165264952788828
ASV81|Bacteroidota|Prevotellaceae|Prevotellaceae UCG-001	0.497134014006193	0.3303447469063	0.172521239087507
ASV82|Bacteroidota|Tannerellaceae|Parabacteroides	0.391652212309728	0.549074831389622	0.05927295630065
ASV86|Bacteroidota|Muribaculaceae|Muribaculum	0.645795761212801	0.280216689249909	0.0739875495372899
ASV87|Proteobacteria|Sutterellaceae|Parasutterella	0.580333750604305	0.23229310246001	0.187373146935685
ASV88|Firmicutes|Lachnospiraceae|[Eubacterium] xylanophilum group	0.843270532753584	0.156729461146068	6.10034819066758e-09
ASV90|Firmicutes|Oscillospiraceae|Colidextribacter	0.745165954671495	0.0865264291878496	0.168307616140655
ASV93|Desulfobacterota|Desulfovibrionaceae|Desulfovibrio	0.94271353137111	9.1865047655248e-15	0.057286468628881
ASV99|Firmicutes|Oscillospiraceae|Oscillibacter	0.68993984821703	0.244506923165586	0.0655532286173838
ASV100|Firmicutes|Lachnospiraceae|Lachnoclostridium	0.585674592934987	0.344307095375616	0.0700183116893966
ASV105|Firmicutes|Clostridiaceae|Candidatus Arthromitus	0.4963936716206	0.124004106434549	0.379602221944851
ASV107|Firmicutes|Ruminococcaceae|unknown	0.48853128843269	0.284511144385298	0.226957567182012
ASV108|Firmicutes|Oscillospiraceae|unknown	0.588163147452554	0.200052911394193	0.211783941153254
ASV117|Actinobacteriota|Eggerthellaceae|Enterorhabdus	0.334437761193982	0.665562235484467	3.32155044770608e-09
